TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
793.000,-4.933037E+006,-2.491025E+006,3.245040E+006,3058.04,35.9813,3.057776E+006,-42188.7,3207.27,9.67784,-0.755208,9.30714,-8.80491,10.4422,199.336,10.3316
793.100,-4.933184E+006,-2.491091E+006,3.244767E+006,3058.36,35.9813,3.058094E+006,-42171.8,3206.86,9.67098,-0.755062,9.29998,-8.80791,10.4488,199.346,10.3303
793.200,-4.933331E+006,-2.491158E+006,3.244494E+006,3058.68,35.9814,3.058413E+006,-42154.9,3206.46,9.66418,-0.754915,9.29288,-8.81085,10.4554,199.356,10.3290
793.300,-4.933479E+006,-2.491224E+006,3.244221E+006,3059.00,35.9814,3.058731E+006,-42137.9,3206.05,9.65744,-0.754768,9.28583,-8.81371,10.4619,199.366,10.3277
793.400,-4.933626E+006,-2.491290E+006,3.243949E+006,3059.32,35.9815,3.059049E+006,-42120.8,3205.65,9.65075,-0.754621,9.27884,-8.81650,10.4684,199.376,10.3264
793.500,-4.933773E+006,-2.491356E+006,3.243676E+006,3059.63,35.9816,3.059368E+006,-42103.6,3205.25,9.64412,-0.754473,9.27190,-8.81922,10.4748,199.386,10.3251
793.600,-4.933921E+006,-2.491422E+006,3.243403E+006,3059.95,35.9816,3.059686E+006,-42086.3,3204.84,9.63755,-0.754325,9.26502,-8.82186,10.4811,199.397,10.3238
793.700,-4.934068E+006,-2.491488E+006,3.243130E+006,3060.27,35.9817,3.060004E+006,-42068.9,3204.44,9.63103,-0.754176,9.25819,-8.82443,10.4873,199.407,10.3225
793.800,-4.934215E+006,-2.491554E+006,3.242857E+006,3060.59,35.9818,3.060322E+006,-42051.5,3204.03,9.62458,-0.754027,9.25143,-8.82691,10.4934,199.417,10.3212
793.900,-4.934363E+006,-2.491619E+006,3.242585E+006,3060.91,35.9819,3.060640E+006,-42034.0,3203.63,9.61819,-0.753877,9.24473,-8.82933,10.4995,199.428,10.3199
794.000,-4.934510E+006,-2.491685E+006,3.242312E+006,3061.22,35.9819,3.060958E+006,-42016.3,3203.23,9.61186,-0.753727,9.23808,-8.83166,10.5055,199.438,10.3185
794.100,-4.934658E+006,-2.491751E+006,3.242039E+006,3061.54,35.9820,3.061276E+006,-41998.6,3202.82,9.60560,-0.753577,9.23150,-8.83391,10.5114,199.449,10.3172
794.200,-4.934805E+006,-2.491816E+006,3.241767E+006,3061.86,35.9821,3.061594E+006,-41980.8,3202.42,9.59940,-0.753426,9.22499,-8.83608,10.5172,199.460,10.3159
794.300,-4.934952E+006,-2.491881E+006,3.241494E+006,3062.18,35.9822,3.061912E+006,-41963.0,3202.01,9.59326,-0.753275,9.21853,-8.83817,10.5230,199.470,10.3146
794.400,-4.935100E+006,-2.491947E+006,3.241222E+006,3062.49,35.9823,3.062230E+006,-41945.0,3201.61,9.58720,-0.753123,9.21215,-8.84018,10.5286,199.481,10.3133
794.500,-4.935247E+006,-2.492012E+006,3.240949E+006,3062.81,35.9824,3.062548E+006,-41927.0,3201.21,9.58119,-0.752971,9.20582,-8.84211,10.5342,199.492,10.3120
794.600,-4.935394E+006,-2.492077E+006,3.240677E+006,3063.13,35.9825,3.062866E+006,-41908.8,3200.80,9.57526,-0.752818,9.19957,-8.84395,10.5397,199.503,10.3107
794.700,-4.935542E+006,-2.492142E+006,3.240404E+006,3063.45,35.9827,3.063183E+006,-41890.6,3200.40,9.56939,-0.752665,9.19338,-8.84571,10.5450,199.514,10.3094
794.800,-4.935689E+006,-2.492207E+006,3.240132E+006,3063.76,35.9828,3.063501E+006,-41872.3,3200.00,9.56360,-0.752512,9.18726,-8.84738,10.5504,199.525,10.3081
794.900,-4.935836E+006,-2.492272E+006,3.239860E+006,3064.08,35.9829,3.063819E+006,-41853.9,3199.59,9.55787,-0.752358,9.18122,-8.84897,10.5556,199.536,10.3068
795.000,-4.935984E+006,-2.492336E+006,3.239588E+006,3064.40,35.9830,3.064136E+006,-41835.4,3199.19,9.55222,-0.752203,9.17524,-8.85047,10.5607,199.548,10.3055
795.100,-4.936131E+006,-2.492401E+006,3.239315E+006,3064.72,35.9832,3.064454E+006,-41816.9,3198.79,9.54663,-0.752049,9.16934,-8.85188,10.5657,199.559,10.3042
